crop,N,P,K,ph,recommended_fertilizer,quantity_kg_per_acre,estimated_cost_inr,organic_alternative
rice,72.6,28.8,11.0,7.36,MOP,105.5,1793.5,Farmyard Manure (FYM)
mothbeans,82.2,51.8,24.7,5.4,MOP,66.9,1137.3,Compost + Biofertilizer
lentil,72.5,42.7,47.9,6.56,DAP,55.8,1506.6,Poultry Manure
cotton,40.5,66.0,39.4,6.03,Urea,77.0,500.5,Neem Cake
cotton,5.5,38.5,33.6,7.19,Urea,131.7,856.05,Farmyard Manure (FYM)
pomegranate,49.3,0.0,44.2,7.63,DAP,119.0,3213.0,Green Manure
watermelon,35.6,9.7,97.4,6.53,DAP,103.1,2783.7,Poultry Manure
cotton,15.9,20.1,26.9,6.11,Urea,144.9,941.85,Green Manure
muskmelon,24.6,32.1,48.8,6.65,Urea,110.6,718.9,Poultry Manure
cotton,74.2,31.5,41.5,7.32,DAP,56.6,1528.2,Farmyard Manure (FYM)
grapes,41.6,17.0,48.9,6.08,DAP,100.9,2724.3,Compost + Biofertilizer
kidneybeans,16.8,49.7,67.1,5.93,Urea,82.9,538.85,Neem Cake
blackgram,62.8,39.9,21.8,7.11,MOP,95.4,1621.8,Farmyard Manure (FYM)
maize,89.1,55.6,46.3,5.63,MOP,45.8,778.6,Vermicompost
muskmelon,34.8,30.3,4.8,7.19,MOP,138.1,2347.7,Vermicompost
pomegranate,90.0,48.5,52.1,5.8,DAP,43.5,1174.5,Neem Cake
papaya,62.0,61.0,3.5,6.93,MOP,89.0,1513.0,Green Manure
chickpea,79.7,77.3,22.4,6.21,MOP,61.7,1048.9,Green Manure
rice,111.8,57.2,68.7,7.18,NPK 10-26-26,25.7,591.1,Farmyard Manure (FYM)
chickpea,66.5,38.4,39.3,5.75,DAP,71.1,1919.7,Farmyard Manure (FYM)
maize,55.4,57.7,46.2,6.67,Urea,51.9,337.35,Green Manure
grapes,81.2,60.4,47.4,5.98,MOP,29.6,503.2,Poultry Manure
mothbeans,56.9,40.0,43.0,6.31,Urea,65.1,423.15,Green Manure
lentil,29.9,6.1,36.7,7.26,DAP,124.7,3366.9,Green Manure
apple,92.7,34.6,13.4,5.86,MOP,87.8,1492.6,Neem Cake
coconut,81.9,55.4,50.3,7.08,MOP,32.8,557.6,Green Manure
grapes,60.7,42.7,31.2,6.8,MOP,80.6,1370.2,Green Manure
coconut,102.2,28.6,41.9,6.52,DAP,53.7,1449.9,Green Manure
pomegranate,74.1,71.4,52.3,7.02,MOP,30.1,511.7,Compost + Biofertilizer
pomegranate,31.0,76.6,0.0,7.5,MOP,113.8,1934.6,Poultry Manure
pomegranate,50.4,6.1,39.9,6.52,DAP,108.0,2916.0,Compost + Biofertilizer
blackgram,21.0,21.4,70.3,7.02,Urea,103.4,672.1,Green Manure
lentil,41.9,56.2,35.5,6.5,Urea,76.7,498.55,Neem Cake
cotton,49.4,48.0,23.3,5.82,MOP,89.1,1514.7,Poultry Manure
watermelon,68.1,47.2,76.9,6.65,DAP,35.1,947.7,Poultry Manure
banana,73.0,34.5,58.1,5.69,DAP,55.3,1493.1,Neem Cake
chickpea,57.7,5.0,30.2,8.09,DAP,115.9,3129.3,Vermicompost
orange,59.0,61.8,67.4,6.85,Urea,38.0,247.0,Poultry Manure
watermelon,70.2,27.3,54.9,6.35,DAP,59.9,1617.3,Compost + Biofertilizer
coconut,98.8,71.0,24.0,5.29,MOP,56.9,967.3,Compost + Biofertilizer
lentil,58.3,32.4,66.1,7.47,DAP,58.6,1582.2,Vermicompost
chickpea,70.5,45.8,42.2,6.49,MOP,54.1,919.7,Vermicompost
coconut,86.2,28.4,64.5,6.2,DAP,51.7,1395.9,Vermicompost
chickpea,91.4,55.6,40.0,7.14,MOP,43.2,734.4,Farmyard Manure (FYM)
cotton,83.1,50.5,85.5,6.71,DAP,24.9,672.3,Poultry Manure
lentil,89.6,49.5,35.4,6.36,MOP,48.3,821.1,Compost + Biofertilizer
muskmelon,95.1,17.7,17.3,6.25,MOP,87.0,1479.0,Compost + Biofertilizer
maize,76.0,28.3,41.2,6.87,DAP,68.4,1846.8,Compost + Biofertilizer
blackgram,69.9,29.8,17.9,7.32,MOP,96.3,1637.1,Compost + Biofertilizer
grapes,46.7,43.9,75.5,7.44,Urea,68.7,446.55,Compost + Biofertilizer
kidneybeans,50.2,45.4,28.0,5.36,MOP,84.3,1433.1,Compost + Biofertilizer
coffee,72.5,70.3,28.7,7.38,MOP,55.5,943.5,Farmyard Manure (FYM)
kidneybeans,47.5,38.1,58.0,6.25,Urea,73.1,475.15,Farmyard Manure (FYM)
lentil,14.6,11.0,11.3,6.2,Urea,159.0,1033.5,Green Manure
papaya,48.8,20.4,38.1,6.04,DAP,100.7,2718.9,Farmyard Manure (FYM)
orange,68.7,41.3,34.0,7.42,MOP,73.5,1249.5,Green Manure
papaya,97.0,52.8,72.2,5.55,DAP,24.8,669.6,Neem Cake
orange,93.0,59.2,23.1,6.6,MOP,49.6,843.2,Vermicompost
coconut,83.9,24.3,43.9,6.07,DAP,67.0,1809.0,Poultry Manure
mango,59.1,35.3,78.9,7.36,DAP,63.1,1703.7,Vermicompost
coconut,62.4,83.9,75.5,8.45,Urea,36.9,239.85,Farmyard Manure (FYM)
watermelon,62.0,51.1,65.8,6.99,Urea,48.3,313.95,Green Manure
apple,79.1,39.9,42.6,6.96,DAP,52.0,1404.0,Poultry Manure
grapes,5.8,39.8,27.5,6.91,Urea,136.6,887.9,Vermicompost
apple,89.8,39.8,18.4,8.08,MOP,71.4,1213.8,Farmyard Manure (FYM)
rice,37.9,55.8,60.3,6.24,Urea,55.2,358.8,Farmyard Manure (FYM)
pomegranate,42.8,70.8,26.0,7.02,Urea,87.5,568.75,Green Manure
pomegranate,81.0,73.2,55.8,6.19,NPK 10-26-26,28.9,664.7,Compost + Biofertilizer
watermelon,51.1,6.5,87.4,6.44,DAP,90.0,2430.0,Neem Cake
cotton,24.0,43.3,82.9,7.03,Urea,86.4,561.6,Farmyard Manure (FYM)
coconut,54.7,47.5,4.7,5.86,MOP,101.4,1723.8,Neem Cake
coconut,49.4,31.7,63.0,5.94,Urea,74.9,486.85,Compost + Biofertilizer
mothbeans,74.2,39.3,14.1,7.61,MOP,87.2,1482.4,Neem Cake
lentil,55.8,35.0,74.7,6.24,DAP,67.8,1830.6,Compost + Biofertilizer
banana,62.1,7.2,49.5,6.42,DAP,87.0,2349.0,Farmyard Manure (FYM)
mothbeans,38.6,25.7,39.9,6.48,Urea,95.8,622.7,Poultry Manure
mothbeans,60.6,56.7,87.0,7.26,Urea,50.1,325.65,Poultry Manure
pomegranate,67.6,46.2,85.7,5.88,DAP,38.9,1050.3,Vermicompost
pomegranate,103.4,29.6,46.1,7.14,DAP,66.2,1787.4,Compost + Biofertilizer
papaya,17.5,53.3,48.5,6.32,Urea,80.6,523.9,Compost + Biofertilizer
mothbeans,34.7,27.4,65.7,6.52,Urea,86.4,561.6,Neem Cake
muskmelon,97.3,74.6,80.7,6.49,NPK 10-26-26,15.0,345.0,Neem Cake
muskmelon,67.8,43.3,69.6,6.81,DAP,47.1,1271.7,Compost + Biofertilizer
grapes,42.1,74.3,18.8,5.53,MOP,85.5,1453.5,Compost + Biofertilizer
lentil,4.0,35.0,30.1,5.85,Urea,135.6,881.4,Neem Cake
watermelon,54.1,73.7,15.4,6.43,MOP,78.0,1326.0,Compost + Biofertilizer
maize,66.3,35.5,36.9,6.65,DAP,68.9,1860.3,Compost + Biofertilizer
maize,44.8,55.1,55.7,6.66,Urea,53.4,347.1,Green Manure
pigeonpeas,52.9,32.6,59.9,6.28,DAP,73.8,1992.6,Green Manure
lentil,63.2,18.8,40.3,7.1,DAP,81.2,2192.4,Vermicompost
coconut,46.2,27.3,62.1,6.08,Urea,80.3,521.95,Farmyard Manure (FYM)
papaya,42.4,17.1,44.3,6.91,DAP,115.2,3110.4,Green Manure
kidneybeans,60.7,50.6,37.1,6.42,MOP,67.4,1145.8,Vermicompost
pomegranate,81.5,20.3,0.0,6.42,MOP,105.4,1791.8,Farmyard Manure (FYM)
chickpea,55.9,55.0,47.2,7.15,Urea,62.9,408.85,Compost + Biofertilizer
maize,47.6,45.8,29.5,7.53,Urea,82.9,538.85,Vermicompost
mungbean,67.7,13.0,55.0,6.46,DAP,80.5,2173.5,Green Manure
muskmelon,73.1,22.1,28.7,6.79,DAP,84.5,2281.5,Vermicompost
pomegranate,87.2,52.5,25.4,6.94,MOP,57.7,980.9,Green Manure
blackgram,78.6,63.9,3.8,6.55,MOP,69.9,1188.3,Farmyard Manure (FYM)
kidneybeans,6.6,63.2,63.1,5.74,Urea,89.3,580.45,Neem Cake
jute,53.1,73.7,47.1,6.34,Urea,55.7,362.05,Neem Cake
lentil,29.9,62.7,55.7,6.02,Urea,61.4,399.1,Vermicompost
coconut,103.5,52.4,26.1,7.15,MOP,63.6,1081.2,Compost + Biofertilizer
mango,111.4,28.9,4.0,6.67,MOP,96.2,1635.4,Vermicompost
cotton,34.1,45.4,75.4,6.88,Urea,75.8,492.7,Poultry Manure
mungbean,80.4,60.7,29.2,6.68,MOP,49.6,843.2,Neem Cake
blackgram,33.3,68.6,42.5,7.07,Urea,76.8,499.2,Compost + Biofertilizer
mango,56.5,46.2,59.7,6.24,Urea,44.3,287.95,Farmyard Manure (FYM)
lentil,39.5,44.9,57.6,6.72,Urea,74.9,486.85,Neem Cake
maize,78.2,67.5,54.6,6.26,MOP,15.0,255.0,Green Manure
maize,60.2,21.1,55.7,7.35,DAP,83.4,2251.8,Vermicompost
cotton,0.0,50.2,70.1,7.68,Urea,103.2,670.8,Neem Cake
pomegranate,57.6,18.4,88.1,6.47,DAP,85.8,2316.6,Neem Cake
blackgram,37.3,39.7,70.7,7.09,Urea,79.5,516.75,Poultry Manure
jute,61.2,58.3,45.9,7.78,Urea,44.8,291.2,Poultry Manure
papaya,73.3,44.9,48.1,6.47,DAP,45.9,1239.3,Compost + Biofertilizer
coconut,38.5,29.3,58.5,5.54,Urea,91.1,592.15,Farmyard Manure (FYM)
rice,62.1,35.2,19.2,6.66,MOP,105.5,1793.5,Neem Cake
pomegranate,67.7,41.3,14.0,6.52,MOP,82.7,1405.9,Green Manure
watermelon,59.8,56.2,57.2,6.42,Urea,39.7,258.05,Compost + Biofertilizer
blackgram,54.7,55.9,38.6,6.02,Urea,69.5,451.75,Neem Cake
jute,59.8,56.7,64.5,6.51,Urea,41.4,269.1,Poultry Manure
kidneybeans,35.3,33.2,33.6,5.71,Urea,96.3,625.95,Neem Cake
grapes,84.2,41.6,58.4,7.81,DAP,31.1,839.7,Poultry Manure
rice,108.4,52.5,27.7,6.62,MOP,61.0,1037.0,Green Manure
lentil,49.4,44.2,70.1,6.12,Urea,62.7,407.55,Farmyard Manure (FYM)
blackgram,119.9,59.0,73.8,7.13,NPK 19-19-19,15.0,360.0,Farmyard Manure (FYM)
maize,99.3,38.8,38.6,6.48,MOP,64.8,1101.6,Vermicompost
cotton,54.4,8.3,22.8,7.27,DAP,118.7,3204.9,Farmyard Manure (FYM)
mungbean,0.0,64.6,65.9,6.18,Urea,96.6,627.9,Vermicompost
grapes,39.1,54.3,57.6,7.58,Urea,70.0,455.0,Green Manure
pigeonpeas,30.8,27.7,38.8,6.31,Urea,118.2,768.3,Poultry Manure
cotton,58.6,18.8,66.8,6.28,DAP,82.1,2216.7,Green Manure
banana,58.0,44.5,68.7,4.46,Urea,50.0,325.0,Poultry Manure
orange,109.2,60.9,16.4,6.26,MOP,59.1,1004.7,Neem Cake
papaya,35.9,29.0,19.7,6.32,Urea,119.6,777.4,Neem Cake
grapes,32.9,63.9,48.3,6.37,Urea,78.0,507.0,Neem Cake
chickpea,47.5,51.5,56.0,7.31,Urea,56.8,369.2,Compost + Biofertilizer
mango,61.3,40.9,66.4,6.49,DAP,52.8,1425.6,Farmyard Manure (FYM)
cotton,89.2,52.5,73.8,6.7,DAP,26.7,720.9,Farmyard Manure (FYM)
jute,32.5,16.1,10.9,7.09,MOP,151.8,2580.6,Compost + Biofertilizer
pigeonpeas,80.9,41.6,67.5,6.33,DAP,39.2,1058.4,Farmyard Manure (FYM)
cotton,27.8,37.7,45.5,6.23,Urea,97.6,634.4,Farmyard Manure (FYM)
chickpea,104.7,58.3,17.4,6.04,MOP,56.8,965.6,Neem Cake
watermelon,49.4,33.9,34.0,6.91,Urea,92.1,598.65,Farmyard Manure (FYM)
maize,50.7,34.1,41.3,6.87,Urea,95.9,623.35,Compost + Biofertilizer
grapes,85.8,53.3,3.6,6.12,MOP,77.4,1315.8,Neem Cake
grapes,69.1,32.0,96.3,6.17,DAP,61.2,1652.4,Poultry Manure
mothbeans,45.6,40.5,62.6,6.48,Urea,65.8,427.7,Vermicompost
chickpea,84.8,30.1,46.4,5.69,DAP,62.8,1695.6,Green Manure
mango,52.4,51.4,78.5,6.58,Urea,52.1,338.65,Farmyard Manure (FYM)
muskmelon,75.1,46.6,68.9,6.6,DAP,34.9,942.3,Vermicompost
apple,82.1,64.0,40.8,6.94,MOP,35.4,601.8,Green Manure
mungbean,61.4,78.3,64.5,6.61,Urea,42.4,275.6,Green Manure
apple,47.5,19.8,85.7,6.85,DAP,89.9,2427.3,Neem Cake
cotton,37.2,45.1,53.0,7.42,Urea,80.5,523.25,Green Manure
muskmelon,49.7,37.1,41.5,5.85,Urea,84.6,549.9,Neem Cake
mothbeans,110.2,15.6,79.7,6.09,DAP,58.6,1582.2,Farmyard Manure (FYM)
apple,56.9,32.4,23.8,6.75,MOP,92.2,1567.4,Vermicompost
mothbeans,75.3,41.7,53.1,6.69,DAP,57.0,1539.0,Farmyard Manure (FYM)
coffee,70.0,82.6,37.2,6.96,MOP,45.4,771.8,Green Manure
coconut,58.9,20.7,50.2,6.64,DAP,78.3,2114.1,Farmyard Manure (FYM)
muskmelon,55.6,70.2,66.1,6.64,Urea,32.6,211.9,Vermicompost
grapes,85.4,52.2,17.0,4.72,MOP,60.6,1030.2,Compost + Biofertilizer
coconut,85.2,33.8,57.5,6.88,DAP,45.2,1220.4,Vermicompost
lentil,72.3,28.5,53.1,5.81,DAP,55.3,1493.1,Neem Cake
coffee,96.4,63.8,34.8,5.94,MOP,50.8,863.6,Green Manure
pomegranate,80.5,27.7,53.2,6.79,DAP,57.5,1552.5,Poultry Manure
rice,58.0,5.9,88.3,6.25,DAP,86.3,2330.1,Poultry Manure
pigeonpeas,63.1,42.9,55.8,7.21,DAP,56.7,1530.9,Farmyard Manure (FYM)
kidneybeans,82.6,75.8,28.5,7.56,MOP,52.5,892.5,Compost + Biofertilizer
coffee,27.9,60.0,21.6,6.7,Urea,104.7,680.55,Vermicompost
mungbean,64.8,50.2,70.1,5.65,Urea,40.8,265.2,Neem Cake
mothbeans,39.9,34.3,66.7,6.9,Urea,85.7,557.05,Neem Cake
chickpea,44.9,74.9,48.2,6.88,Urea,60.9,395.85,Green Manure
coconut,2.9,16.7,45.9,7.61,Urea,140.5,913.25,Compost + Biofertilizer
lentil,51.5,35.3,47.3,6.76,Urea,72.6,471.9,Poultry Manure
watermelon,85.9,44.1,47.6,6.5,DAP,47.9,1293.3,Neem Cake
lentil,36.4,84.1,50.0,5.61,Urea,67.1,436.15,Farmyard Manure (FYM)
mungbean,49.0,73.0,34.3,6.25,Urea,71.1,462.15,Neem Cake
kidneybeans,82.6,50.3,51.0,7.03,DAP,26.2,707.4,Neem Cake
maize,78.8,89.6,8.3,7.05,MOP,68.3,1161.1,Farmyard Manure (FYM)
jute,88.3,40.7,90.5,6.57,DAP,35.3,953.1,Poultry Manure
orange,68.9,52.8,47.5,5.82,MOP,49.1,834.7,Vermicompost
jute,44.4,43.4,58.2,5.35,Urea,65.8,427.7,Poultry Manure
coconut,31.3,98.4,59.4,6.66,Urea,68.4,444.6,Compost + Biofertilizer
apple,54.9,43.7,38.7,7.5,Urea,76.7,498.55,Vermicompost
papaya,63.8,27.4,51.3,6.96,DAP,78.6,2122.2,Neem Cake
apple,72.4,51.6,17.8,6.08,MOP,71.8,1220.6,Poultry Manure
kidneybeans,77.3,70.4,66.2,5.86,NPK 19-19-19,25.4,609.6,Green Manure
coconut,75.5,35.6,54.1,5.21,DAP,52.7,1422.9,Compost + Biofertilizer
pomegranate,36.9,52.6,44.5,7.17,Urea,88.8,577.2,Compost + Biofertilizer
grapes,90.8,25.2,37.6,7.2,DAP,74.5,2011.5,Compost + Biofertilizer
blackgram,27.5,71.1,60.6,5.9,Urea,82.9,538.85,Farmyard Manure (FYM)
apple,60.4,52.7,81.4,6.32,Urea,41.0,266.5,Compost + Biofertilizer
watermelon,72.8,80.6,7.2,6.29,MOP,72.6,1234.2,Farmyard Manure (FYM)
blackgram,94.2,45.2,64.2,6.65,DAP,41.1,1109.7,Vermicompost
mothbeans,51.5,57.7,32.5,5.77,Urea,76.3,495.95,Compost + Biofertilizer
mothbeans,40.9,53.1,60.5,6.74,Urea,55.9,363.35,Green Manure
coconut,65.6,75.2,36.9,6.33,MOP,58.4,992.8,Farmyard Manure (FYM)
chickpea,71.1,68.4,11.5,6.35,MOP,83.6,1421.2,Vermicompost
blackgram,96.2,23.8,37.3,6.43,DAP,76.5,2065.5,Neem Cake
chickpea,58.1,19.6,46.7,6.26,DAP,82.7,2232.9,Poultry Manure
cotton,71.1,55.3,70.8,6.89,Urea,34.1,221.65,Vermicompost
lentil,77.8,66.0,38.5,6.96,MOP,36.7,623.9,Green Manure
mungbean,83.8,65.1,40.3,6.08,MOP,30.9,525.3,Vermicompost
orange,68.4,54.2,68.9,6.28,Urea,33.1,215.15,Poultry Manure
banana,56.9,25.2,33.5,7.61,DAP,99.1,2675.7,Neem Cake
muskmelon,33.8,70.9,46.0,5.86,Urea,84.1,546.65,Poultry Manure
mungbean,86.3,31.5,22.3,6.22,MOP,74.2,1261.4,Farmyard Manure (FYM)
mothbeans,24.0,18.7,33.1,6.19,Urea,131.5,854.75,Farmyard Manure (FYM)
mango,67.0,32.2,34.6,7.92,DAP,84.8,2289.6,Vermicompost
watermelon,77.5,59.3,42.7,7.11,MOP,42.9,729.3,Neem Cake
mothbeans,46.9,45.6,54.7,7.05,Urea,75.4,490.1,Vermicompost
mungbean,37.4,69.3,56.9,6.12,Urea,56.7,368.55,Farmyard Manure (FYM)
muskmelon,55.4,34.4,81.2,5.76,DAP,68.8,1857.6,Vermicompost
muskmelon,76.1,46.1,47.3,6.55,DAP,48.5,1309.5,Vermicompost
mango,60.6,92.2,31.7,6.38,MOP,57.8,982.6,Neem Cake
pigeonpeas,85.5,38.4,95.3,6.75,DAP,39.3,1061.1,Neem Cake
coconut,51.0,36.0,37.6,7.07,Urea,83.9,545.35,Neem Cake
kidneybeans,50.4,41.4,13.0,5.9,MOP,98.5,1674.5,Green Manure
mothbeans,49.4,28.2,65.9,6.82,DAP,75.1,2027.7,Poultry Manure
muskmelon,72.9,78.6,29.6,6.35,MOP,56.3,957.1,Green Manure
grapes,85.8,88.1,41.8,6.61,MOP,25.6,435.2,Vermicompost
pomegranate,68.3,22.3,13.1,6.76,MOP,113.2,1924.4,Farmyard Manure (FYM)
pigeonpeas,54.0,53.2,30.8,6.6,MOP,75.1,1276.7,Vermicompost
mango,56.0,49.5,54.2,5.35,Urea,57.2,371.8,Green Manure
mothbeans,54.9,14.3,36.4,7.6,DAP,101.9,2751.3,Compost + Biofertilizer
muskmelon,13.7,5.3,29.7,7.45,Urea,157.3,1022.45,Neem Cake
apple,77.3,51.4,33.4,6.51,MOP,59.8,1016.6,Compost + Biofertilizer
grapes,44.1,20.5,57.4,5.45,DAP,89.3,2411.1,Green Manure
cotton,70.9,37.0,22.0,6.57,MOP,87.8,1492.6,Farmyard Manure (FYM)
watermelon,63.2,84.5,58.4,6.18,Urea,44.3,287.95,Poultry Manure
rice,76.1,62.9,91.9,5.91,NPK 10-26-26,27.7,637.1,Farmyard Manure (FYM)
apple,65.4,4.6,28.0,6.68,DAP,117.1,3161.7,Compost + Biofertilizer
grapes,57.6,55.1,31.4,5.94,MOP,60.9,1035.3,Compost + Biofertilizer
kidneybeans,109.6,14.2,34.5,5.41,DAP,88.9,2400.3,Compost + Biofertilizer
blackgram,29.9,42.6,67.6,6.89,Urea,86.1,559.65,Farmyard Manure (FYM)
banana,76.7,63.9,65.7,6.69,NPK 19-19-19,25.0,600.0,Vermicompost
coconut,31.5,58.2,22.0,7.67,Urea,93.1,605.15,Poultry Manure
coconut,56.1,44.1,67.2,5.18,Urea,67.8,440.7,Poultry Manure
maize,57.1,61.2,12.2,6.06,MOP,84.1,1429.7,Poultry Manure
coffee,55.3,45.2,49.8,7.43,Urea,65.6,426.4,Vermicompost
cotton,46.9,23.8,58.6,6.75,DAP,83.7,2259.9,Farmyard Manure (FYM)
mothbeans,70.2,6.4,0.8,5.2,MOP,123.4,2097.8,Poultry Manure
jute,50.3,72.4,79.2,7.41,Urea,40.5,263.25,Compost + Biofertilizer
chickpea,63.7,59.6,47.0,7.29,Urea,52.5,341.25,Farmyard Manure (FYM)
papaya,37.0,58.5,23.5,6.7,Urea,98.8,642.2,Compost + Biofertilizer
grapes,99.9,41.0,25.0,6.24,MOP,77.3,1314.1,Green Manure
banana,83.7,5.7,80.9,6.77,DAP,68.3,1844.1,Poultry Manure
orange,61.0,54.0,17.2,6.93,MOP,89.8,1526.6,Green Manure
muskmelon,25.4,32.7,34.2,6.0,Urea,111.1,722.15,Green Manure
orange,61.1,45.6,23.6,5.21,MOP,78.3,1331.1,Vermicompost
papaya,72.2,39.9,62.3,6.32,DAP,46.2,1247.4,Vermicompost
jute,60.0,72.0,69.5,5.99,Urea,42.2,274.3,Farmyard Manure (FYM)
pomegranate,23.8,49.6,0.3,6.02,MOP,137.6,2339.2,Neem Cake
mungbean,60.5,54.9,72.0,6.5,Urea,48.0,312.0,Farmyard Manure (FYM)
papaya,40.4,0.0,38.2,6.98,DAP,131.3,3545.1,Neem Cake
pigeonpeas,45.2,45.2,47.0,6.94,Urea,64.6,419.9,Neem Cake
grapes,19.8,49.0,56.4,6.21,Urea,83.9,545.35,Neem Cake
grapes,83.7,39.6,49.3,6.63,DAP,49.6,1339.2,Neem Cake
banana,64.0,50.7,60.6,7.16,Urea,38.0,247.0,Vermicompost
apple,35.6,61.1,40.1,6.36,Urea,75.9,493.35,Farmyard Manure (FYM)
chickpea,70.8,83.1,87.0,6.26,Urea,26.9,174.85,Vermicompost
grapes,37.2,37.5,51.6,6.82,Urea,92.4,600.6,Vermicompost
muskmelon,89.8,54.3,83.8,7.26,DAP,26.1,704.7,Vermicompost
kidneybeans,47.2,44.3,3.2,7.17,MOP,107.9,1834.3,Poultry Manure
maize,94.6,36.7,27.5,5.25,MOP,74.9,1273.3,Green Manure
watermelon,56.9,63.3,42.8,5.76,Urea,50.5,328.25,Farmyard Manure (FYM)
mungbean,39.8,64.4,3.9,7.23,MOP,99.5,1691.5,Vermicompost
kidneybeans,75.2,36.9,74.8,7.7,DAP,41.0,1107.0,Poultry Manure
muskmelon,83.3,55.3,65.2,7.39,NPK 19-19-19,21.1,506.4,Vermicompost
papaya,54.7,68.6,65.5,5.95,Urea,38.4,249.6,Green Manure
chickpea,27.2,42.6,28.4,7.28,Urea,112.6,731.9,Green Manure
rice,89.1,57.1,61.9,6.92,NPK 19-19-19,25.4,609.6,Vermicompost
maize,31.1,34.6,60.6,7.51,Urea,81.7,531.05,Poultry Manure
watermelon,59.5,32.5,42.3,5.51,DAP,80.0,2160.0,Vermicompost
blackgram,67.5,57.7,21.3,6.14,MOP,58.7,997.9,Compost + Biofertilizer
coffee,94.8,59.3,91.3,7.11,NPK 19-19-19,26.9,645.6,Farmyard Manure (FYM)
coconut,50.3,66.6,54.4,6.52,Urea,42.2,274.3,Green Manure
grapes,79.1,48.8,37.6,5.71,MOP,57.2,972.4,Neem Cake
jute,64.4,56.5,65.0,6.89,Urea,37.6,244.4,Compost + Biofertilizer
pomegranate,51.2,29.3,60.7,6.86,DAP,68.8,1857.6,Compost + Biofertilizer
kidneybeans,64.6,53.0,30.7,5.57,MOP,65.4,1111.8,Poultry Manure
mango,71.8,49.4,4.6,7.05,MOP,83.9,1426.3,Poultry Manure
papaya,42.6,32.2,43.2,6.37,Urea,89.5,581.75,Neem Cake
muskmelon,60.3,51.0,57.9,8.08,Urea,44.7,290.55,Poultry Manure
papaya,51.1,24.3,45.0,5.64,DAP,101.1,2729.7,Poultry Manure
banana,47.1,9.0,24.2,7.11,DAP,124.1,3350.7,Vermicompost
cotton,66.6,48.4,62.8,7.54,Urea,44.0,286.0,Compost + Biofertilizer
pigeonpeas,37.0,58.9,28.0,7.94,Urea,86.0,559.0,Vermicompost
papaya,75.9,20.9,46.8,7.26,DAP,63.9,1725.3,Compost + Biofertilizer
apple,87.2,8.2,56.6,7.17,DAP,67.2,1814.4,Farmyard Manure (FYM)
mango,66.0,47.0,64.8,7.18,Urea,51.2,332.8,Poultry Manure
papaya,74.4,25.3,19.2,6.47,MOP,96.9,1647.3,Compost + Biofertilizer
mungbean,106.1,61.6,24.8,6.76,MOP,44.2,751.4,Poultry Manure
banana,45.6,51.9,39.7,7.29,Urea,69.5,451.75,Neem Cake
orange,16.2,71.4,45.2,7.04,Urea,77.5,503.75,Neem Cake
jute,18.6,18.3,47.0,7.82,Urea,121.8,791.7,Poultry Manure
blackgram,74.3,0.0,30.0,6.62,DAP,107.5,2902.5,Green Manure
kidneybeans,65.4,3.5,44.9,7.12,DAP,90.9,2454.3,Neem Cake
apple,70.6,50.7,47.5,6.61,MOP,51.2,870.4,Compost + Biofertilizer
kidneybeans,45.7,59.9,90.3,6.48,Urea,38.8,252.2,Vermicompost
cotton,66.0,78.2,62.2,7.18,Urea,29.2,189.8,Green Manure
maize,60.1,45.9,0.0,7.13,MOP,106.8,1815.6,Vermicompost
grapes,96.2,67.6,49.3,6.34,MOP,27.8,472.6,Poultry Manure
watermelon,86.2,47.9,29.0,6.29,MOP,60.3,1025.1,Farmyard Manure (FYM)
jute,108.6,74.7,31.9,6.4,MOP,41.8,710.6,Compost + Biofertilizer
mothbeans,8.2,14.6,59.2,5.36,Urea,125.2,813.8,Neem Cake
pigeonpeas,53.6,11.6,93.1,6.14,DAP,80.3,2168.1,Compost + Biofertilizer
grapes,79.0,75.5,43.2,6.71,MOP,36.4,618.8,Compost + Biofertilizer
blackgram,71.6,63.7,50.3,5.87,MOP,42.1,715.7,Farmyard Manure (FYM)
banana,74.0,42.7,63.2,5.76,DAP,42.0,1134.0,Farmyard Manure (FYM)
orange,53.9,54.0,46.5,7.01,Urea,53.4,347.1,Compost + Biofertilizer
muskmelon,70.8,11.4,103.1,7.55,DAP,84.5,2281.5,Neem Cake
jute,53.1,16.7,71.7,7.4,DAP,82.5,2227.5,Vermicompost
pomegranate,43.6,54.5,67.2,7.51,Urea,53.5,347.75,Vermicompost
cotton,83.2,67.4,28.9,6.01,MOP,51.3,872.1,Poultry Manure
coffee,79.7,80.1,20.1,5.7,MOP,63.9,1086.3,Farmyard Manure (FYM)
blackgram,72.8,65.2,3.7,5.94,MOP,76.7,1303.9,Neem Cake
jute,88.7,36.5,31.1,6.84,MOP,76.9,1307.3,Neem Cake
banana,51.3,26.9,60.1,6.36,DAP,79.2,2138.4,Green Manure
pomegranate,43.7,54.0,47.7,7.28,Urea,71.9,467.35,Green Manure
grapes,33.7,30.3,59.8,5.29,Urea,94.2,612.3,Green Manure
jute,31.5,58.3,53.6,7.22,Urea,66.5,432.25,Green Manure
watermelon,50.2,35.3,22.7,7.24,MOP,98.2,1669.4,Compost + Biofertilizer
pomegranate,36.9,41.4,10.4,5.41,MOP,116.2,1975.4,Farmyard Manure (FYM)
watermelon,30.5,40.2,63.9,5.99,Urea,85.7,557.05,Green Manure
jute,58.6,98.4,74.7,6.28,Urea,37.9,246.35,Green Manure
