crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
cotton,31.31,77.58,131.87,5.13,0.55,Medium,Leaf Curl Virus
grapes,24.38,79.55,78.89,9.76,0.511,Medium,Downy Mildew
pomegranate,18.84,73.38,47.9,5.45,0.416,Medium,Bacterial Blight
chickpea,25.7,52.7,66.39,11.3,0.466,Medium,Ascochyta Blight
apple,40.31,84.11,5.88,8.95,0.428,Medium,Apple Scab
coconut,37.72,74.87,71.44,5.92,0.498,Medium,Leaf Blight
grapes,21.98,76.77,112.58,12.74,0.586,Medium,Powdery Mildew
orange,23.6,72.84,41.89,1.82,0.498,Medium,Greening (HLB)
blackgram,28.66,80.49,380.37,0.35,0.675,High,Leaf Crinkle
chickpea,25.15,67.84,8.26,9.79,0.495,Medium,Ascochyta Blight
orange,29.01,73.13,26.4,9.02,0.577,Medium,Citrus Canker
chickpea,36.18,60.7,271.28,10.31,0.533,Medium,Ascochyta Blight
cotton,26.57,75.21,101.21,2.29,0.503,Medium,Leaf Curl Virus
blackgram,31.96,88.1,43.96,6.03,0.569,Medium,Yellow Mosaic Virus
watermelon,32.17,67.39,165.21,7.85,0.56,Medium,Fusarium Wilt
maize,31.66,80.81,81.13,11.08,0.647,Medium,Common Rust
mungbean,20.11,76.24,25.85,4.37,0.5,Medium,Cercospora Leaf Spot
mango,30.44,75.38,137.27,3.42,0.485,Medium,Anthracnose
papaya,25.01,78.47,136.39,13.29,0.64,Medium,Powdery Mildew
kidneybeans,31.63,65.75,97.34,5.67,0.46,Medium,Angular Leaf Spot
coffee,23.58,85.26,103.26,10.12,0.653,High,Coffee Leaf Rust
kidneybeans,23.66,78.08,18.38,4.19,0.485,Medium,Angular Leaf Spot
blackgram,28.93,80.99,75.66,8.94,0.451,Medium,Yellow Mosaic Virus
orange,22.4,100.0,30.82,3.22,0.545,Medium,Greening (HLB)
apple,33.48,62.62,144.6,12.93,0.622,Medium,Apple Scab
orange,34.41,70.43,298.92,7.36,0.506,Medium,Greening (HLB)
apple,29.26,53.66,48.43,6.16,0.455,Medium,Fire Blight
papaya,27.05,76.63,245.13,11.09,0.62,Medium,Powdery Mildew
banana,25.65,86.72,95.42,12.95,0.645,Medium,Sigatoka Leaf Spot
orange,31.12,100.0,160.94,16.16,0.812,High,Greening (HLB)
grapes,34.61,77.69,245.08,0.57,0.641,Medium,Downy Mildew
muskmelon,28.82,63.34,50.46,6.41,0.52,Medium,Downy Mildew
mango,28.21,76.01,324.03,15.64,0.803,High,Powdery Mildew
watermelon,32.66,72.25,21.01,2.61,0.403,Medium,Anthracnose
rice,22.83,68.31,71.58,6.75,0.539,Medium,Bacterial Leaf Blight
lentil,28.58,75.18,43.75,5.55,0.463,Medium,Wilt
lentil,18.21,48.63,99.43,7.7,0.452,Medium,Wilt
grapes,23.51,91.73,163.09,6.23,0.585,Medium,Downy Mildew
coconut,24.06,67.14,30.85,14.01,0.578,Medium,Bud Rot
cotton,38.26,64.92,6.88,8.53,0.406,Medium,Bacterial Blight
papaya,29.6,72.88,201.71,1.27,0.54,Medium,Powdery Mildew
papaya,32.84,63.32,143.79,12.67,0.678,High,Powdery Mildew
mothbeans,23.26,87.57,57.51,8.87,0.608,Medium,Powdery Mildew
lentil,21.75,71.49,252.37,17.09,0.697,High,Rust
coconut,31.82,66.58,382.14,9.72,0.728,High,Bud Rot
pomegranate,26.87,74.96,10.65,13.42,0.563,Medium,Fruit Rot
mothbeans,25.68,79.21,142.63,15.53,0.707,High,Yellow Mosaic Virus
mothbeans,27.09,87.46,239.53,11.26,0.661,High,Powdery Mildew
lentil,26.37,79.65,172.8,3.49,0.49,Medium,Rust
coconut,28.49,68.34,111.84,10.49,0.548,Medium,Leaf Blight
lentil,28.3,83.13,80.65,11.12,0.64,Medium,Wilt
coconut,26.98,79.82,155.36,8.66,0.563,Medium,Leaf Blight
apple,25.09,51.85,60.27,0.71,0.372,Medium,Apple Scab
mothbeans,29.71,61.66,27.57,9.01,0.523,Medium,Powdery Mildew
watermelon,34.39,74.91,212.92,5.03,0.545,Medium,Fusarium Wilt
watermelon,18.8,60.6,125.0,6.87,0.51,Medium,Fusarium Wilt
mango,28.24,82.44,127.31,5.73,0.536,Medium,Powdery Mildew
coconut,33.02,76.94,106.5,6.41,0.464,Medium,Bud Rot
blackgram,31.59,93.24,30.53,6.4,0.533,Medium,Yellow Mosaic Virus
grapes,26.11,64.92,67.69,5.18,0.518,Medium,Powdery Mildew
maize,25.92,96.39,84.34,15.57,0.752,High,Common Rust
rice,16.33,82.41,149.48,11.93,0.545,Medium,Rice Blast
pigeonpeas,24.76,60.34,37.19,3.55,0.449,Medium,Fusarium Wilt
blackgram,19.25,98.82,57.28,9.61,0.599,Medium,Yellow Mosaic Virus
papaya,17.82,65.91,30.53,12.35,0.523,Medium,Papaya Ring Spot Virus
apple,27.33,90.43,203.95,8.83,0.791,High,Apple Scab
kidneybeans,25.71,71.41,55.16,8.94,0.453,Medium,Bean Rust
lentil,19.75,81.44,83.73,6.02,0.438,Medium,Wilt
coconut,11.76,77.72,47.42,4.71,0.466,Medium,Bud Rot
chickpea,15.99,56.83,90.09,2.7,0.464,Medium,Fusarium Wilt
rice,23.2,81.93,103.65,12.7,0.636,Medium,Bacterial Leaf Blight
mungbean,20.86,55.38,87.66,9.22,0.445,Medium,Cercospora Leaf Spot
watermelon,24.9,93.33,109.42,3.12,0.576,Medium,Fusarium Wilt
lentil,29.73,77.25,76.07,10.11,0.551,Medium,Wilt
blackgram,21.2,80.13,67.62,2.3,0.528,Medium,Leaf Crinkle
jute,24.05,65.99,24.07,8.18,0.435,Medium,Stem Rot
coconut,27.9,86.87,122.81,1.94,0.583,Medium,Leaf Blight
chickpea,22.28,86.9,136.84,8.58,0.599,Medium,Fusarium Wilt
cotton,30.34,71.57,136.27,11.26,0.6,Medium,Bacterial Blight
jute,26.99,59.22,134.93,2.13,0.436,Medium,Anthracnose
lentil,32.34,84.44,63.51,3.38,0.512,Medium,Wilt
orange,25.06,70.99,202.74,15.58,0.655,High,Greening (HLB)
cotton,23.87,90.07,74.37,8.52,0.535,Medium,Bacterial Blight
banana,34.81,61.16,159.0,13.6,0.532,Medium,Sigatoka Leaf Spot
coffee,31.36,71.13,40.67,13.73,0.52,Medium,Coffee Leaf Rust
mothbeans,19.97,65.97,18.89,3.85,0.408,Medium,Powdery Mildew
mungbean,21.73,64.03,38.34,6.41,0.456,Medium,Yellow Mosaic Virus
mango,27.45,68.29,237.13,0.43,0.499,Medium,Anthracnose
lentil,29.73,79.97,20.03,11.85,0.514,Medium,Wilt
coconut,25.73,81.9,133.33,12.88,0.649,Medium,Leaf Blight
coconut,28.55,81.45,52.44,10.01,0.516,Medium,Leaf Blight
maize,24.24,73.14,245.69,4.73,0.571,Medium,Maize Leaf Blight
maize,32.45,100.0,90.84,5.81,0.649,Medium,Maize Leaf Blight
cotton,25.01,53.2,192.18,7.87,0.554,Medium,Bacterial Blight
lentil,29.28,66.64,158.93,7.04,0.495,Medium,Wilt
mungbean,27.3,53.78,143.42,10.31,0.503,Medium,Cercospora Leaf Spot
jute,28.76,75.83,61.91,5.58,0.469,Medium,Stem Rot
cotton,29.59,65.39,28.02,11.02,0.566,Medium,Bacterial Blight
apple,23.23,49.66,329.56,4.78,0.43,Medium,Apple Scab
orange,30.44,89.51,338.63,19.22,0.753,High,Citrus Canker
rice,25.37,81.12,92.07,13.87,0.639,Medium,Bacterial Leaf Blight
lentil,16.79,100.0,72.75,12.34,0.612,Medium,Wilt
grapes,31.02,85.36,317.41,13.41,0.729,High,Downy Mildew
papaya,34.4,71.84,108.2,2.59,0.394,Medium,Papaya Ring Spot Virus
blackgram,20.92,90.03,65.81,11.37,0.63,Medium,Leaf Crinkle
jute,27.28,86.44,94.9,11.35,0.652,High,Anthracnose
kidneybeans,26.06,100.0,251.44,5.34,0.654,High,Bean Rust
mango,33.62,92.02,52.07,11.72,0.677,High,Anthracnose
rice,31.84,54.81,76.24,10.34,0.518,Medium,Sheath Blight
blackgram,29.78,84.59,76.04,9.1,0.515,Medium,Leaf Crinkle
blackgram,24.94,73.97,50.73,8.23,0.481,Medium,Yellow Mosaic Virus
cotton,28.19,83.73,186.95,10.05,0.63,Medium,Leaf Curl Virus
maize,30.76,76.54,400.0,7.59,0.782,High,Gray Leaf Spot
papaya,29.91,89.23,167.99,7.68,0.623,Medium,Powdery Mildew
cotton,21.96,90.52,40.61,18.94,0.73,High,Leaf Curl Virus
mungbean,26.18,98.99,175.89,2.4,0.638,Medium,Cercospora Leaf Spot
mango,28.19,80.77,257.25,0.0,0.512,Medium,Anthracnose
kidneybeans,28.02,58.41,118.47,11.46,0.582,Medium,Bean Rust
cotton,28.56,100.0,116.79,13.06,0.716,High,Leaf Curl Virus
banana,32.74,90.02,84.77,12.79,0.55,Medium,Sigatoka Leaf Spot
apple,40.45,63.91,172.67,16.05,0.605,Medium,Apple Scab
cotton,29.98,74.42,4.93,3.99,0.439,Medium,Bacterial Blight
orange,25.05,100.0,41.58,12.92,0.704,High,Citrus Canker
mango,27.85,73.6,242.23,11.28,0.701,High,Anthracnose
chickpea,33.61,82.63,33.23,14.59,0.592,Medium,Ascochyta Blight
banana,29.84,80.55,116.27,5.37,0.487,Medium,Sigatoka Leaf Spot
cotton,29.0,64.27,41.27,7.78,0.426,Medium,Leaf Curl Virus
jute,28.35,63.65,73.7,10.65,0.543,Medium,Stem Rot
pigeonpeas,28.0,77.48,24.6,6.68,0.503,Medium,Fusarium Wilt
papaya,27.25,91.12,95.72,13.09,0.64,Medium,Papaya Ring Spot Virus
chickpea,27.76,69.35,102.27,0.0,0.496,Medium,Fusarium Wilt
grapes,27.13,68.16,74.46,3.42,0.536,Medium,Downy Mildew
maize,25.65,80.03,232.49,8.05,0.52,Medium,Common Rust
mango,32.51,79.13,49.42,4.92,0.415,Medium,Powdery Mildew
mango,24.39,92.64,163.57,0.23,0.503,Medium,Anthracnose
mothbeans,18.37,82.42,34.7,8.55,0.511,Medium,Powdery Mildew
maize,26.62,69.59,35.2,6.1,0.452,Medium,Common Rust
banana,22.73,64.03,96.73,5.91,0.485,Medium,Panama Wilt
watermelon,24.08,86.78,221.91,1.53,0.605,Medium,Fusarium Wilt
muskmelon,15.84,66.5,11.16,4.57,0.385,Medium,Powdery Mildew
mothbeans,22.3,80.61,139.26,15.94,0.638,Medium,Yellow Mosaic Virus
muskmelon,32.34,71.87,196.43,11.31,0.614,Medium,Powdery Mildew
cotton,30.79,59.17,12.8,8.29,0.38,Medium,Bacterial Blight
watermelon,32.39,59.57,58.2,9.17,0.5,Medium,Anthracnose
mothbeans,29.39,86.76,29.76,7.84,0.541,Medium,Powdery Mildew
muskmelon,20.17,58.45,74.33,8.05,0.427,Medium,Powdery Mildew
mothbeans,33.69,74.41,17.02,12.1,0.412,Medium,Yellow Mosaic Virus
coffee,31.54,90.21,400.0,10.4,0.641,Medium,Coffee Leaf Rust
papaya,27.5,56.48,168.22,12.69,0.525,Medium,Powdery Mildew
watermelon,27.47,87.34,207.34,4.31,0.486,Medium,Fusarium Wilt
mango,19.77,63.8,249.12,5.55,0.52,Medium,Anthracnose
orange,34.72,80.11,22.74,9.36,0.502,Medium,Greening (HLB)
blackgram,19.74,86.58,58.61,8.11,0.558,Medium,Yellow Mosaic Virus
jute,26.27,74.37,179.06,5.95,0.432,Medium,Stem Rot
coffee,22.08,68.02,131.7,4.76,0.491,Medium,Berry Disease
lentil,33.9,72.8,64.37,4.06,0.448,Medium,Wilt
rice,23.53,84.97,27.9,5.66,0.511,Medium,Rice Blast
kidneybeans,20.32,80.98,107.05,11.42,0.482,Medium,Angular Leaf Spot
kidneybeans,27.61,50.78,93.9,3.25,0.484,Medium,Angular Leaf Spot
jute,31.78,73.98,205.9,11.61,0.604,Medium,Stem Rot
mungbean,29.32,77.82,114.68,11.15,0.596,Medium,Cercospora Leaf Spot
pigeonpeas,26.88,68.25,99.46,6.35,0.543,Medium,Fusarium Wilt
chickpea,17.42,61.42,194.45,4.93,0.451,Medium,Ascochyta Blight
papaya,33.44,59.96,127.66,2.57,0.468,Medium,Powdery Mildew
blackgram,25.66,73.95,84.48,0.0,0.502,Medium,Leaf Crinkle
grapes,22.15,72.81,13.08,11.39,0.477,Medium,Downy Mildew
blackgram,20.6,68.04,110.41,6.68,0.397,Medium,Yellow Mosaic Virus
mothbeans,21.41,94.75,104.66,0.0,0.473,Medium,Powdery Mildew
kidneybeans,25.45,70.47,42.48,5.75,0.431,Medium,Angular Leaf Spot
maize,27.57,77.21,340.02,7.89,0.701,High,Common Rust
jute,32.61,64.02,45.63,7.85,0.419,Medium,Anthracnose
muskmelon,28.21,62.36,79.62,4.85,0.441,Medium,Downy Mildew
jute,25.07,87.32,42.87,4.71,0.469,Medium,Stem Rot
cotton,34.91,75.35,197.59,10.26,0.56,Medium,Bacterial Blight
coconut,31.74,73.1,14.43,7.37,0.472,Medium,Leaf Blight
papaya,23.99,60.7,153.28,7.23,0.525,Medium,Papaya Ring Spot Virus
muskmelon,27.82,74.4,90.39,9.37,0.543,Medium,Powdery Mildew
orange,21.12,69.83,205.48,8.32,0.586,Medium,Citrus Canker
muskmelon,21.93,75.16,143.12,1.22,0.479,Medium,Powdery Mildew
chickpea,19.17,64.24,33.7,3.2,0.231,Low,Healthy
orange,34.35,83.71,171.51,14.89,0.629,Medium,Citrus Canker
lentil,23.38,80.64,62.73,2.35,0.459,Medium,Wilt
mango,17.77,66.99,21.22,9.6,0.487,Medium,Anthracnose
blackgram,33.54,100.0,169.59,14.87,0.747,High,Yellow Mosaic Virus
watermelon,34.15,77.34,180.36,5.98,0.539,Medium,Anthracnose
grapes,29.64,94.55,36.05,6.94,0.618,Medium,Powdery Mildew
blackgram,31.73,69.85,36.36,9.09,0.463,Medium,Yellow Mosaic Virus
pigeonpeas,29.33,86.55,84.58,2.67,0.505,Medium,Sterility Mosaic
mothbeans,26.43,89.74,154.01,10.82,0.561,Medium,Yellow Mosaic Virus
papaya,17.87,86.88,64.01,13.66,0.57,Medium,Powdery Mildew
chickpea,27.69,88.05,182.87,5.32,0.669,High,Ascochyta Blight
mungbean,27.7,100.0,100.69,5.61,0.604,Medium,Yellow Mosaic Virus
maize,22.74,78.11,121.37,9.35,0.535,Medium,Common Rust
cotton,38.36,84.71,98.28,8.22,0.57,Medium,Bacterial Blight
blackgram,29.44,83.1,9.86,7.18,0.584,Medium,Leaf Crinkle
mothbeans,27.52,61.58,108.01,12.75,0.712,High,Yellow Mosaic Virus
muskmelon,13.83,77.35,82.88,3.44,0.45,Medium,Downy Mildew
pomegranate,25.77,96.21,134.37,3.93,0.514,Medium,Bacterial Blight
grapes,30.4,91.52,15.08,12.66,0.627,Medium,Downy Mildew
mungbean,17.81,68.66,164.22,14.48,0.599,Medium,Cercospora Leaf Spot
pigeonpeas,24.6,70.36,60.51,5.06,0.41,Medium,Sterility Mosaic
banana,26.06,87.52,48.04,0.0,0.428,Medium,Panama Wilt
mango,27.87,73.88,81.76,6.76,0.546,Medium,Anthracnose
pigeonpeas,20.47,77.05,148.87,6.71,0.623,Medium,Sterility Mosaic
mungbean,19.64,71.58,178.96,13.87,0.544,Medium,Yellow Mosaic Virus
watermelon,25.87,67.91,47.0,11.7,0.561,Medium,Fusarium Wilt
watermelon,21.0,65.33,53.77,4.13,0.377,Medium,Fusarium Wilt
banana,26.01,63.15,151.37,11.37,0.635,Medium,Panama Wilt
kidneybeans,32.05,57.58,118.82,14.86,0.557,Medium,Angular Leaf Spot
cotton,27.97,72.57,28.36,15.04,0.652,High,Bacterial Blight
papaya,26.32,66.44,72.08,11.31,0.616,Medium,Papaya Ring Spot Virus
chickpea,35.92,67.69,113.6,4.05,0.417,Medium,Ascochyta Blight
pigeonpeas,17.76,61.98,268.3,8.88,0.535,Medium,Sterility Mosaic
jute,26.26,78.78,37.95,13.85,0.634,Medium,Anthracnose
watermelon,18.81,58.26,354.29,2.95,0.444,Medium,Anthracnose
mango,25.86,80.51,400.0,8.95,0.882,High,Powdery Mildew
lentil,26.39,53.74,71.24,9.03,0.412,Medium,Rust
pigeonpeas,27.81,73.49,39.53,11.98,0.52,Medium,Fusarium Wilt
banana,28.62,58.07,149.08,13.17,0.609,Medium,Panama Wilt
pigeonpeas,24.54,57.5,57.55,13.06,0.557,Medium,Fusarium Wilt
grapes,29.92,89.68,81.36,7.12,0.558,Medium,Downy Mildew
muskmelon,24.81,84.4,73.14,16.58,0.639,Medium,Powdery Mildew
mango,27.04,76.6,132.42,11.68,0.587,Medium,Powdery Mildew
papaya,31.05,88.72,63.83,1.27,0.529,Medium,Papaya Ring Spot Virus
grapes,27.04,80.53,40.55,1.69,0.528,Medium,Powdery Mildew
cotton,21.38,51.66,48.96,14.21,0.466,Medium,Leaf Curl Virus
rice,27.38,75.07,138.9,14.59,0.678,High,Bacterial Leaf Blight
muskmelon,24.66,67.61,76.4,9.58,0.564,Medium,Downy Mildew
cotton,33.88,55.68,65.12,12.6,0.561,Medium,Bacterial Blight
mango,25.48,77.15,158.39,7.19,0.561,Medium,Anthracnose
chickpea,22.66,75.85,59.2,1.51,0.422,Medium,Fusarium Wilt
blackgram,25.43,69.21,28.47,13.11,0.56,Medium,Leaf Crinkle
banana,29.14,59.41,63.79,8.27,0.555,Medium,Sigatoka Leaf Spot
papaya,31.01,99.97,202.56,10.5,0.723,High,Papaya Ring Spot Virus
orange,29.1,76.26,49.94,10.71,0.542,Medium,Greening (HLB)
maize,22.29,77.42,138.05,9.88,0.701,High,Gray Leaf Spot
coffee,28.63,75.56,206.4,7.27,0.631,Medium,Coffee Leaf Rust
papaya,29.23,88.55,185.67,6.21,0.654,High,Papaya Ring Spot Virus
mothbeans,21.05,68.7,337.03,3.41,0.616,Medium,Powdery Mildew
jute,27.81,65.5,358.23,5.64,0.625,Medium,Anthracnose
chickpea,27.09,62.68,66.64,2.89,0.458,Medium,Ascochyta Blight
apple,29.71,57.38,155.1,6.51,0.563,Medium,Apple Scab
cotton,36.13,72.33,59.64,13.86,0.531,Medium,Leaf Curl Virus
mango,31.91,89.44,285.18,3.2,0.765,High,Powdery Mildew
pomegranate,31.37,68.31,187.8,10.43,0.566,Medium,Bacterial Blight
apple,21.89,67.75,147.32,6.09,0.463,Medium,Fire Blight
watermelon,30.11,58.26,37.71,6.35,0.479,Medium,Fusarium Wilt
apple,24.96,78.06,20.66,2.16,0.475,Medium,Fire Blight
orange,26.63,61.61,84.48,4.85,0.379,Medium,Greening (HLB)
jute,33.1,88.68,81.79,9.4,0.576,Medium,Anthracnose
lentil,26.71,73.12,48.72,13.24,0.657,High,Wilt
mungbean,40.48,70.05,139.04,10.11,0.56,Medium,Yellow Mosaic Virus
orange,24.04,60.58,78.2,11.44,0.601,Medium,Citrus Canker
pigeonpeas,24.05,100.0,81.64,12.61,0.635,Medium,Sterility Mosaic
mango,29.0,80.73,222.89,7.76,0.664,High,Powdery Mildew
mango,20.2,68.14,8.12,0.0,0.421,Medium,Anthracnose
banana,27.39,86.05,134.67,12.18,0.679,High,Panama Wilt
watermelon,34.17,70.86,34.96,9.58,0.484,Medium,Fusarium Wilt
chickpea,18.86,94.16,114.8,3.7,0.492,Medium,Ascochyta Blight
mango,24.31,69.24,39.52,9.08,0.466,Medium,Anthracnose
watermelon,28.34,48.74,42.07,6.73,0.424,Medium,Anthracnose
chickpea,28.62,71.08,88.39,16.97,0.534,Medium,Ascochyta Blight
maize,34.83,81.1,15.93,12.93,0.549,Medium,Common Rust
grapes,31.41,59.61,99.35,7.6,0.477,Medium,Powdery Mildew
mungbean,19.99,67.17,73.24,10.24,0.499,Medium,Cercospora Leaf Spot
kidneybeans,31.34,51.77,95.61,7.46,0.423,Medium,Angular Leaf Spot
watermelon,30.57,100.0,27.93,6.34,0.549,Medium,Anthracnose
apple,27.16,64.76,138.69,11.74,0.671,High,Apple Scab
chickpea,25.41,80.64,48.12,9.45,0.578,Medium,Fusarium Wilt
rice,32.94,62.75,14.04,11.72,0.58,Medium,Rice Blast
maize,28.51,73.64,96.13,7.7,0.487,Medium,Common Rust
grapes,31.96,76.89,69.94,4.03,0.521,Medium,Powdery Mildew
mungbean,26.2,70.16,55.84,2.82,0.449,Medium,Cercospora Leaf Spot
coffee,20.69,77.15,104.25,11.77,0.589,Medium,Coffee Leaf Rust
orange,21.65,72.34,100.57,6.99,0.44,Medium,Citrus Canker
mango,29.58,89.03,8.59,6.05,0.431,Medium,Powdery Mildew
jute,21.86,95.3,252.43,5.84,0.62,Medium,Anthracnose
lentil,30.89,80.78,75.42,8.82,0.567,Medium,Rust
kidneybeans,29.8,57.39,36.62,4.58,0.406,Medium,Bean Rust
banana,26.72,65.32,122.99,8.08,0.482,Medium,Panama Wilt
apple,28.82,84.89,71.49,8.63,0.578,Medium,Fire Blight
watermelon,27.53,53.94,151.54,12.71,0.448,Medium,Anthracnose
orange,28.24,92.73,25.21,11.82,0.627,Medium,Greening (HLB)
pomegranate,37.83,59.56,29.86,11.67,0.492,Medium,Fruit Rot
papaya,25.92,76.19,66.67,12.56,0.586,Medium,Papaya Ring Spot Virus
pigeonpeas,24.04,83.22,373.88,4.63,0.658,High,Fusarium Wilt
apple,36.54,73.03,102.44,6.61,0.427,Medium,Apple Scab
watermelon,25.38,89.74,124.66,9.04,0.667,High,Anthracnose
banana,30.24,70.43,147.19,3.6,0.443,Medium,Sigatoka Leaf Spot
orange,28.76,75.47,128.86,12.42,0.536,Medium,Greening (HLB)
mungbean,26.7,69.64,51.27,0.0,0.407,Medium,Yellow Mosaic Virus
pomegranate,31.39,73.78,70.02,5.07,0.456,Medium,Fruit Rot
muskmelon,36.13,64.81,47.51,3.48,0.399,Medium,Powdery Mildew
jute,19.93,48.91,41.0,14.87,0.442,Medium,Stem Rot
mungbean,29.46,98.79,12.34,7.07,0.594,Medium,Yellow Mosaic Virus
kidneybeans,30.39,82.68,49.66,7.36,0.467,Medium,Angular Leaf Spot
muskmelon,34.73,85.82,93.85,10.96,0.525,Medium,Downy Mildew
kidneybeans,36.46,80.6,151.21,11.08,0.573,Medium,Angular Leaf Spot
coconut,16.71,78.93,205.0,16.58,0.607,Medium,Bud Rot
maize,28.68,75.62,142.08,10.41,0.588,Medium,Maize Leaf Blight
mango,26.87,72.05,147.69,9.85,0.62,Medium,Anthracnose
grapes,30.77,59.67,91.12,9.84,0.544,Medium,Downy Mildew
coconut,22.66,98.66,75.3,7.21,0.583,Medium,Bud Rot
mothbeans,19.37,59.38,50.88,13.63,0.53,Medium,Powdery Mildew
pigeonpeas,28.43,67.24,102.95,14.87,0.654,High,Fusarium Wilt
mango,33.63,77.48,101.91,11.52,0.607,Medium,Powdery Mildew
mungbean,33.38,81.27,88.34,10.32,0.611,Medium,Cercospora Leaf Spot
pomegranate,29.57,84.0,80.74,7.41,0.541,Medium,Bacterial Blight
muskmelon,32.74,79.8,97.46,6.81,0.487,Medium,Downy Mildew
watermelon,29.57,72.01,165.83,13.33,0.645,Medium,Fusarium Wilt
jute,32.14,74.16,74.74,9.7,0.568,Medium,Anthracnose
lentil,26.99,59.26,230.54,11.22,0.681,High,Wilt
papaya,23.09,67.53,100.52,9.52,0.427,Medium,Papaya Ring Spot Virus
coffee,28.27,62.89,45.28,7.42,0.508,Medium,Coffee Leaf Rust
mungbean,28.11,70.64,92.55,11.89,0.656,High,Cercospora Leaf Spot
coconut,16.53,60.54,114.45,1.68,0.384,Medium,Leaf Blight
pomegranate,33.64,78.43,102.47,0.77,0.381,Medium,Fruit Rot
pomegranate,20.89,72.5,180.12,15.13,0.609,Medium,Bacterial Blight
mango,21.38,72.44,213.42,10.38,0.614,Medium,Powdery Mildew
jute,24.08,79.16,193.15,7.59,0.591,Medium,Stem Rot
grapes,25.77,98.53,81.44,7.15,0.537,Medium,Downy Mildew
jute,24.59,86.05,94.67,14.21,0.805,High,Anthracnose
lentil,19.85,77.48,211.01,0.0,0.53,Medium,Rust
grapes,19.32,66.36,70.03,5.87,0.394,Medium,Powdery Mildew
jute,21.55,62.16,56.94,1.14,0.357,Medium,Stem Rot
orange,34.02,76.94,121.32,6.14,0.561,Medium,Greening (HLB)
watermelon,31.62,75.14,210.73,11.44,0.584,Medium,Fusarium Wilt
banana,18.78,50.86,56.79,5.94,0.351,Medium,Panama Wilt
muskmelon,25.57,59.29,39.35,5.9,0.467,Medium,Powdery Mildew
mungbean,24.31,54.48,56.16,6.48,0.43,Medium,Yellow Mosaic Virus
orange,28.04,80.92,97.04,8.23,0.548,Medium,Greening (HLB)
grapes,34.84,65.92,175.54,4.57,0.428,Medium,Powdery Mildew
pomegranate,24.58,83.76,43.75,6.49,0.574,Medium,Fruit Rot
chickpea,30.75,69.73,27.85,10.18,0.569,Medium,Ascochyta Blight
mothbeans,26.12,94.32,91.2,17.41,0.759,High,Powdery Mildew
cotton,27.32,86.64,46.8,4.05,0.52,Medium,Leaf Curl Virus
orange,26.05,51.02,178.74,13.92,0.695,High,Greening (HLB)
watermelon,34.47,72.8,172.69,8.36,0.514,Medium,Fusarium Wilt
cotton,24.71,87.3,146.73,2.71,0.566,Medium,Bacterial Blight
coconut,37.27,73.36,56.05,13.06,0.563,Medium,Bud Rot
muskmelon,34.52,61.9,114.54,11.53,0.539,Medium,Downy Mildew
chickpea,26.36,72.94,29.64,13.35,0.595,Medium,Fusarium Wilt
mango,22.25,74.45,120.51,1.3,0.35,Medium,Anthracnose
chickpea,29.93,75.77,56.36,8.08,0.526,Medium,Fusarium Wilt
coconut,28.26,68.62,65.85,5.99,0.444,Medium,Leaf Blight
pigeonpeas,25.33,72.89,24.35,6.4,0.468,Medium,Fusarium Wilt
mungbean,27.45,84.15,17.26,8.26,0.647,Medium,Yellow Mosaic Virus
pigeonpeas,21.94,70.54,31.33,13.01,0.621,Medium,Fusarium Wilt
blackgram,29.71,72.83,166.45,14.42,0.598,Medium,Leaf Crinkle
pigeonpeas,28.69,92.63,61.74,7.79,0.611,Medium,Fusarium Wilt
mango,31.4,99.83,81.34,13.94,0.7,High,Anthracnose
rice,35.93,88.63,44.29,10.56,0.587,Medium,Bacterial Leaf Blight
chickpea,36.88,67.74,62.12,8.27,0.447,Medium,Ascochyta Blight
coffee,27.64,73.94,202.15,12.23,0.699,High,Berry Disease
muskmelon,31.29,87.76,58.48,1.67,0.485,Medium,Powdery Mildew
kidneybeans,22.35,71.79,282.87,1.52,0.494,Medium,Bean Rust
rice,33.75,75.14,116.55,9.59,0.557,Medium,Rice Blast
cotton,22.55,87.18,314.82,10.75,0.698,High,Leaf Curl Virus
coffee,28.96,56.51,210.85,10.81,0.593,Medium,Coffee Leaf Rust
jute,28.55,86.53,96.04,5.16,0.544,Medium,Stem Rot
chickpea,22.11,87.21,51.6,7.71,0.498,Medium,Fusarium Wilt
papaya,37.37,65.83,103.15,12.93,0.486,Medium,Powdery Mildew
papaya,23.47,65.95,348.62,8.8,0.54,Medium,Powdery Mildew
orange,28.34,77.88,106.76,8.97,0.668,High,Citrus Canker
kidneybeans,18.78,89.91,81.03,8.79,0.559,Medium,Angular Leaf Spot
kidneybeans,18.33,93.39,248.24,4.42,0.699,High,Angular Leaf Spot
cotton,29.98,75.14,144.57,9.63,0.671,High,Leaf Curl Virus
rice,29.66,79.39,135.5,16.57,0.668,High,Bacterial Leaf Blight
grapes,25.51,83.51,138.56,9.74,0.609,Medium,Downy Mildew
grapes,25.61,76.35,91.76,2.18,0.474,Medium,Powdery Mildew
banana,27.74,85.14,81.1,6.88,0.516,Medium,Sigatoka Leaf Spot
pomegranate,22.38,85.71,226.38,1.64,0.49,Medium,Bacterial Blight
apple,27.04,72.11,251.3,2.47,0.584,Medium,Apple Scab
cotton,23.48,68.73,396.12,12.3,0.738,High,Bacterial Blight
